PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHI	PUBCHEM_MOLECULAR_WEIGHT
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC1=C(C=C(C=C1)C)C(=O)O	117617727	InChI=1S/C30H38O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-29(31)34-28-24-23-26(2)25-27(28)30(32)33/h4-5,7-8,10-11,13-14,16-17,19-20,23-25H,3,6,9,12,15,18,21-22H2,1-2H3,(H,32,33)/b5-4-,8-7-,11-10-,14-13-,17-16-,20-19-	462.63
C=CCOC1=C(C=CC(=C1)F)C(=O)O	107014368	InChI=1S/C10H9FO3/c1-2-5-14-9-6-7(11)3-4-8(9)10(12)13/h2-4,6H,1,5H2,(H,12,13)	196.177
COCOC1=CC=CC=C1C(=O)O.[Mo]	91868150	InChI=1S/C9H10O4.Mo/c1-12-6-13-8-5-3-2-4-7(8)9(10)11;/h2-5H,6H2,1H3,(H,10,11);	278.125
CC(=O)OC1=C(C=C(C=C1)CC2=CC(=C(C=C2)OC(=O)C)C(=O)O)C(=O)O	91758756	InChI=1S/C19H16O8/c1-10(20)26-16-5-3-12(8-14(16)18(22)23)7-13-4-6-17(27-11(2)21)15(9-13)19(24)25/h3-6,8-9H,7H2,1-2H3,(H,22,23)(H,24,25)	372.329
C1=CC=C(C(=C1)C(=O)O)OC(=O)CCCCCBr	91612936	InChI=1S/C13H15BrO4/c14-9-5-1-2-8-12(15)18-11-7-4-3-6-10(11)13(16)17/h3-4,6-7H,1-2,5,8-9H2,(H,16,17)	315.163
CC.CCCOC(=O)C1=CC=CC=C1OC	91605033	InChI=1S/C11H14O3.C2H6/c1-3-8-14-11(12)9-6-4-5-7-10(9)13-2;1-2/h4-7H,3,8H2,1-2H3;1-2H3	224.3
CCOC1=C(C=C(C=C1)C)C(=O)O.II	91584233	InChI=1S/C10H12O3.I2/c1-3-13-9-5-4-7(2)6-8(9)10(11)12;1-2/h4-6H,3H2,1-2H3,(H,11,12);	434.012
CC.CC(=O)OC1=CC=CC=C1C(=O)O	91580560	InChI=1S/C9H8O4.C2H6/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;1-2/h2-5H,1H3,(H,11,12);1-2H3	210.229
CC.CC.COC(=O)CCCOC1=CC=CC=C1C(=O)OC	91578862	InChI=1S/C13H16O5.2C2H6/c1-16-12(14)8-5-9-18-11-7-4-3-6-10(11)13(15)17-2;2*1-2/h3-4,6-7H,5,8-9H2,1-2H3;2*1-2H3	312.406
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC(=C2C(=O)O)O	91527183	InChI=1S/C16H12O7/c1-9(17)22-12-7-3-2-5-10(12)16(21)23-13-8-4-6-11(18)14(13)15(19)20/h2-8,18H,1H3,(H,19,20)	316.265
CC.COC(=O)C1=CC=CC=C1O	91427986	InChI=1S/C8H8O3.C2H6/c1-11-8(10)6-4-2-3-5-7(6)9;1-2/h2-5,9H,1H3;1-2H3	182.219
CC.CC.C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O	91392877	InChI=1S/C13H10O3.2C2H6/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10;2*1-2/h1-9,14H;2*1-2H3	274.36
C1=CC(=C(C(=C1)F)OC2=C(C=CC=C2F)C(=O)O)C(=O)O	91305861	InChI=1S/C14H8F2O5/c15-9-5-1-3-7(13(17)18)11(9)21-12-8(14(19)20)4-2-6-10(12)16/h1-6H,(H,17,18)(H,19,20)	294.21
CC.CC.CC.C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)OC3=CC=CC=C3C(=O)O)O	91305655	InChI=1S/C21H14O7.3C2H6/c22-16-10-4-1-7-13(16)20(25)28-18-12-6-3-9-15(18)21(26)27-17-11-5-2-8-14(17)19(23)24;3*1-2/h1-12,22H,(H,23,24);3*1-2H3	468.546
CCC(=CC)OC1=CC=CC=C1C(=O)O	91304181	InChI=1S/C12H14O3/c1-3-9(4-2)15-11-8-6-5-7-10(11)12(13)14/h3,5-8H,4H2,1-2H3,(H,13,14)	206.241
COC(=O)C1=CC=CC=C1OC(=O)OC(=CC=C)C=C	91299038	InChI=1S/C15H14O5/c1-4-8-11(5-2)19-15(17)20-13-10-7-6-9-12(13)14(16)18-3/h4-10H,1-2H2,3H3/b11-8+	274.272
CC.COC1=CC=CC=C1C(=O)O	91238927	InChI=1S/C8H8O3.C2H6/c1-11-7-5-3-2-4-6(7)8(9)10;1-2/h2-5H,1H3,(H,9,10);1-2H3	182.219
CC1=C(C(=CC2=CC(=C(C=C2)OC(=O)C)C(=O)O)C(=C(C1=C)O)C)O	91209098	InChI=1S/C19H18O6/c1-9-10(2)18(22)14(11(3)17(9)21)7-13-5-6-16(25-12(4)20)15(8-13)19(23)24/h5-8,21-22H,1H2,2-4H3,(H,23,24)	342.347
C1CC(=CC=C1)CC(C2=COC=CO2)OC3=CC=CC=C3C(=O)O	91199417	InChI=1S/C19H18O5/c20-19(21)15-8-4-5-9-16(15)24-17(18-13-22-10-11-23-18)12-14-6-2-1-3-7-14/h1-2,4-6,8-11,13,17H,3,7,12H2,(H,20,21)	326.348
C=CC1=CC=C(C=C1)COC2=CC=CC=C2C(=O)O	91197994	InChI=1S/C16H14O3/c1-2-12-7-9-13(10-8-12)11-19-15-6-4-3-5-14(15)16(17)18/h2-10H,1,11H2,(H,17,18)	254.285
B(O)(O)OC1=C(C(=CC=C1)OC(C)(C)C)C(=O)O	91159571	InChI=1S/C11H15BO6/c1-11(2,3)17-7-5-4-6-8(18-12(15)16)9(7)10(13)14/h4-6,15-16H,1-3H3,(H,13,14)	254.045
CC(=O)OC1=C(C=CC=C1C(=O)OC(=O)C(=C)CC(=O)O)C=C	91116956	InChI=1S/C16H14O7/c1-4-11-6-5-7-12(14(11)22-10(3)17)16(21)23-15(20)9(2)8-13(18)19/h4-7H,1-2,8H2,3H3,(H,18,19)	318.281
CC.CC(=O)C1=CC=CC=C1OC(=O)C	91043414	InChI=1S/C10H10O3.C2H6/c1-7(11)9-5-3-4-6-10(9)13-8(2)12;1-2/h3-6H,1-2H3;1-2H3	208.257
CCCCCC1=CC=CC(=C1OCCCCC)C(=O)O	91028514	InChI=1S/C17H26O3/c1-3-5-7-10-14-11-9-12-15(17(18)19)16(14)20-13-8-6-4-2/h9,11-12H,3-8,10,13H2,1-2H3,(H,18,19)	278.392
CCOC(=O)CO[N+](=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)O	91020142	InChI=1S/C9H8O4.C4H7NO5/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;1-2-9-4(6)3-10-5(7)8/h2-5H,1H3,(H,11,12);2-3H2,1H3	329.261
CC.CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2	91018941	InChI=1S/C15H12O4.C2H6/c1-11(16)18-14-10-6-5-9-13(14)15(17)19-12-7-3-2-4-8-12;1-2/h2-10H,1H3;1-2H3	286.327
CCOC(=O)C1=CC=CC=C1OC2CCCCC2	90994318	InChI=1S/C15H20O3/c1-2-17-15(16)13-10-6-7-11-14(13)18-12-8-4-3-5-9-12/h6-7,10-12H,2-5,8-9H2,1H3	248.322
CCCCCC(CC)OC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2O	90983229	InChI=1S/C22H26O5/c1-3-5-6-11-16(4-2)26-22(25)18-13-8-10-15-20(18)27-21(24)17-12-7-9-14-19(17)23/h7-10,12-16,23H,3-6,11H2,1-2H3	370.445
CC(=C)C(=O)OC1=CC=CC=C1C(=C)C(=O)O	90970418	InChI=1S/C13H12O4/c1-8(2)13(16)17-11-7-5-4-6-10(11)9(3)12(14)15/h4-7H,1,3H2,2H3,(H,14,15)	232.235
CC.C1=CC=C(C=C1)COC2=CC=CC=C2C(=O)O	90970163	InChI=1S/C14H12O3.C2H6/c15-14(16)12-8-4-5-9-13(12)17-10-11-6-2-1-3-7-11;1-2/h1-9H,10H2,(H,15,16);1-2H3	258.317
CCC(OC1=CC=CC=C1C(=O)O)S	90927651	InChI=1S/C10H12O3S/c1-2-9(14)13-8-6-4-3-5-7(8)10(11)12/h3-6,9,14H,2H2,1H3,(H,11,12)	212.263
CCOC1=CC(=C(C=C1)OCC)C(=O)O.CC(=O)O	90925287	InChI=1S/C11H14O4.C2H4O2/c1-3-14-8-5-6-10(15-4-2)9(7-8)11(12)13;1-2(3)4/h5-7H,3-4H2,1-2H3,(H,12,13);1H3,(H,3,4)	270.281
CC(=O)CCCC(=O)OC1=CC(=C(C=C1)O)C(=O)O	90814671	InChI=1S/C13H14O6/c1-8(14)3-2-4-12(16)19-9-5-6-11(15)10(7-9)13(17)18/h5-7,15H,2-4H2,1H3,(H,17,18)	266.249
CC=COC(=O)C1=CC=CC=C1OC=O	90811610	InChI=1S/C11H10O4/c1-2-7-14-11(13)9-5-3-4-6-10(9)15-8-12/h2-8H,1H3	206.197
CC.CC.CC(=O)C1=CC=CC=C1OC(=O)C	90774190	InChI=1S/C10H10O3.2C2H6/c1-7(11)9-5-3-4-6-10(9)13-8(2)12;2*1-2/h3-6H,1-2H3;2*1-2H3	238.327
CCCCC(C(=O)OC1=CC=CC=C1C(=O)O)O[N+](=O)[O-]	90764842	InChI=1S/C13H15NO7/c1-2-3-7-11(21-14(18)19)13(17)20-10-8-5-4-6-9(10)12(15)16/h4-6,8,11H,2-3,7H2,1H3,(H,15,16)	297.263
CCCC(=O)OC1=C(C=C(C=C1)F)C(=O)C	90750253	InChI=1S/C12H13FO3/c1-3-4-12(15)16-11-6-5-9(13)7-10(11)8(2)14/h5-7H,3-4H2,1-2H3	224.231
CCCCC(CC)COOC(=O)C1=CC=CC=C1OCC	90736150	InChI=1S/C17H26O4/c1-4-7-10-14(5-2)13-20-21-17(18)15-11-8-9-12-16(15)19-6-3/h8-9,11-12,14H,4-7,10,13H2,1-3H3	294.391
COC1=CC=CC=C1C(=O)O.COC1=CC=CC=C1C(=O)O.[Zn]	90684433	InChI=1S/2C8H8O3.Zn/c2*1-11-7-5-3-2-4-6(7)8(9)10;/h2*2-5H,1H3,(H,9,10);	369.678
CC(=O)OC1=CC=CC=C1C(=O)[O-].[OH-].[OH-].[Al+3]	90478514	InChI=1S/C9H8O4.Al.2H2O/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;;;/h2-5H,1H3,(H,11,12);;2*1H2/q;+3;;/p-3	240.147
CC(C)OC1=C(C=CC(=C1)I)C(=O)OC	90422834	InChI=1S/C11H13IO3/c1-7(2)15-10-6-8(12)4-5-9(10)11(13)14-3/h4-7H,1-3H3	320.126
C1=CC=C(C=C1)OC2=C(C=CC(=C2F)F)C(=O)O	90389582	InChI=1S/C13H8F2O3/c14-10-7-6-9(13(16)17)12(11(10)15)18-8-4-2-1-3-5-8/h1-7H,(H,16,17)	250.201
CCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)[O-].[Na+]	90355886	InChI=1S/C17H24O4.Na/c1-2-3-4-5-6-7-8-13-16(18)21-15-12-10-9-11-14(15)17(19)20;/h9-12H,2-8,13H2,1H3,(H,19,20);/q;+1/p-1	314.357
CCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)O.[Na]	90355885	InChI=1S/C17H24O4.Na/c1-2-3-4-5-6-7-8-13-16(18)21-15-12-10-9-11-14(15)17(19)20;/h9-12H,2-8,13H2,1H3,(H,19,20);	315.365
CCCCCCCCC(=O)OC1=CC=CC=C1C(=O)O.[Na]	90355864	InChI=1S/C16H22O4.Na/c1-2-3-4-5-6-7-12-15(17)20-14-11-9-8-10-13(14)16(18)19;/h8-11H,2-7,12H2,1H3,(H,18,19);	301.338
CCOC(=O)C1=CC=CC2=C1OC(=O)C=C2	90255658	InChI=1S/C12H10O4/c1-2-15-12(14)9-5-3-4-8-6-7-10(13)16-11(8)9/h3-7H,2H2,1H3	218.208
C1=CC=C(C(=C1)C(=O)OC=O)OC(=O)O	90220536	InChI=1S/C9H6O6/c10-5-14-8(11)6-3-1-2-4-7(6)15-9(12)13/h1-5H,(H,12,13)	210.141
CC(=O)OC1=C(C=CC(=C1)F)C(=O)OC	90178802	InChI=1S/C10H9FO4/c1-6(12)15-9-5-7(11)3-4-8(9)10(13)14-2/h3-5H,1-2H3	212.176
CCCCOC1=CC(=C(C=C1)OC)C(=O)O	90165829	InChI=1S/C12H16O4/c1-3-4-7-16-9-5-6-11(15-2)10(8-9)12(13)14/h5-6,8H,3-4,7H2,1-2H3,(H,13,14)	224.256
CC(=O)OC1=CC=CC=C1C(=O)OP	90159962	InChI=1S/C9H9O4P/c1-6(10)12-8-5-3-2-4-7(8)9(11)13-14/h2-5H,14H2,1H3	212.141
CC(=CCCC(=CCCC(=CCOC1=CC=CC=C1C(=O)OC)C)C)C	90145203	InChI=1S/C23H32O3/c1-18(2)10-8-11-19(3)12-9-13-20(4)16-17-26-22-15-7-6-14-21(22)23(24)25-5/h6-7,10,12,14-16H,8-9,11,13,17H2,1-5H3/b19-12+,20-16+	356.506
CC(C)OC(=O)C1=CC=CC=C1OCC=C(C)CCC=C(C)CCC=C(C)C	90144412	InChI=1S/C25H36O3/c1-19(2)11-9-12-21(5)13-10-14-22(6)17-18-27-24-16-8-7-15-23(24)25(26)28-20(3)4/h7-8,11,13,15-17,20H,9-10,12,14,18H2,1-6H3/b21-13+,22-17+	384.56
C#CCCCOC1=C(C=C(C=C1)F)C(=O)O	90139602	InChI=1S/C12H11FO3/c1-2-3-4-7-16-11-6-5-9(13)8-10(11)12(14)15/h1,5-6,8H,3-4,7H2,(H,14,15)	222.215
CC(=O)OC1=C(C=CC=C1CCl)C(=O)O	90108269	InChI=1S/C10H9ClO4/c1-6(12)15-9-7(5-11)3-2-4-8(9)10(13)14/h2-4H,5H2,1H3,(H,13,14)	228.628
C1=CC=C(C(=C1)C(=O)O)OCCCCCC(=O)OOC2=CC=CC=C2C(=O)O	90107925	InChI=1S/C20H20O8/c21-18(28-27-17-11-6-4-9-15(17)20(24)25)12-2-1-7-13-26-16-10-5-3-8-14(16)19(22)23/h3-6,8-11H,1-2,7,12-13H2,(H,22,23)(H,24,25)	388.372
CC(=O)OC(=O)C1=CC=CC=C1O.C1=CC=C(C(=C1)C(=O)O)O	90027998	InChI=1S/C9H8O4.C7H6O3/c1-6(10)13-9(12)7-4-2-3-5-8(7)11;8-6-4-2-1-3-5(6)7(9)10/h2-5,11H,1H3;1-4,8H,(H,9,10)	318.281
CC(=O)OC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2O	90021206	InChI=1S/C16H12O6/c1-10(17)21-16(20)12-7-3-5-9-14(12)22-15(19)11-6-2-4-8-13(11)18/h2-9,18H,1H3	300.266
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)OC#C	89987189	InChI=1S/C13H10O5/c1-4-17-13(16)10-7-9(5-6-11(10)14)18-12(15)8(2)3/h1,5-7,14H,2H2,3H3	246.218
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)C	89987161	InChI=1S/C12H12O4/c1-7(2)12(15)16-9-4-5-11(14)10(6-9)8(3)13/h4-6,14H,1H2,2-3H3	220.224
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)OC(C)(C)C	89987151	InChI=1S/C15H18O5/c1-9(2)13(17)19-12-7-6-10(16)8-11(12)14(18)20-15(3,4)5/h6-8,16H,1H2,2-5H3	278.304
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)OC(C)(C)C	89987149	InChI=1S/C15H18O5/c1-9(2)13(17)19-10-6-7-12(16)11(8-10)14(18)20-15(3,4)5/h6-8,16H,1H2,2-5H3	278.304
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)C=C	89987147	InChI=1S/C13H12O4/c1-4-11(14)10-7-9(5-6-12(10)15)17-13(16)8(2)3/h4-7,15H,1-2H2,3H3	232.235
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)OC#C	89987142	InChI=1S/C13H10O5/c1-4-17-13(16)10-7-9(14)5-6-11(10)18-12(15)8(2)3/h1,5-7,14H,2H2,3H3	246.218
CCOC(=O)C1=C(C=CC(=C1)OC(=O)C(=C)C)O	89987136	InChI=1S/C13H14O5/c1-4-17-13(16)10-7-9(5-6-11(10)14)18-12(15)8(2)3/h5-7,14H,2,4H2,1,3H3	250.25
CCC(=O)C1=C(C=CC(=C1)O)OC(=O)C(=C)C	89987134	InChI=1S/C13H14O4/c1-4-11(15)10-7-9(14)5-6-12(10)17-13(16)8(2)3/h5-7,14H,2,4H2,1,3H3	234.251
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)C	89987122	InChI=1S/C12H12O4/c1-7(2)12(15)16-11-5-4-9(14)6-10(11)8(3)13/h4-6,14H,1H2,2-3H3	220.224
CCC(C)OC(=O)C1=C(C=CC(=C1)O)OC(=O)C(=C)C	89987114	InChI=1S/C15H18O5/c1-5-10(4)19-15(18)12-8-11(16)6-7-13(12)20-14(17)9(2)3/h6-8,10,16H,2,5H2,1,3-4H3	278.304
CC(C)OC(=O)C1=C(C=CC(=C1)OC(=O)C(=C)C)O	89987101	InChI=1S/C14H16O5/c1-8(2)13(16)19-10-5-6-12(15)11(7-10)14(17)18-9(3)4/h5-7,9,15H,1H2,2-4H3	264.277
CCCOC(=O)C1=C(C=CC(=C1)O)OC(=O)C(=C)C	89987097	InChI=1S/C14H16O5/c1-4-7-18-14(17)11-8-10(15)5-6-12(11)19-13(16)9(2)3/h5-6,8,15H,2,4,7H2,1,3H3	264.277
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)OC=C	89987046	InChI=1S/C13H12O5/c1-4-17-13(16)10-7-9(5-6-11(10)14)18-12(15)8(2)3/h4-7,14H,1-2H2,3H3	248.234
CC(C)OC(=O)C1=C(C=CC(=C1)O)OC(=O)C(=C)C	89987028	InChI=1S/C14H16O5/c1-8(2)13(16)19-12-6-5-10(15)7-11(12)14(17)18-9(3)4/h5-7,9,15H,1H2,2-4H3	264.277
CC(=C)C(=O)OC1=CC(=C(C=C1)O)C(=O)OC	89987014	InChI=1S/C12H12O5/c1-7(2)11(14)17-8-4-5-10(13)9(6-8)12(15)16-3/h4-6,13H,1H2,2-3H3	236.223
CCOC(=O)C1=C(C=CC(=C1)O)OC(=O)C(=C)C	89986965	InChI=1S/C13H14O5/c1-4-17-13(16)10-7-9(14)5-6-11(10)18-12(15)8(2)3/h5-7,14H,2,4H2,1,3H3	250.25
CCCOC(=O)C1=C(C=CC(=C1)OC(=O)C(=C)C)O	89986964	InChI=1S/C14H16O5/c1-4-7-18-14(17)11-8-10(5-6-12(11)15)19-13(16)9(2)3/h5-6,8,15H,2,4,7H2,1,3H3	264.277
CCC(=O)C1=C(C=CC(=C1)OC(=O)C(=C)C)O	89986956	InChI=1S/C13H14O4/c1-4-11(14)10-7-9(5-6-12(10)15)17-13(16)8(2)3/h5-7,15H,2,4H2,1,3H3	234.251
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)OC=C	89986949	InChI=1S/C13H12O5/c1-4-17-13(16)10-7-9(14)5-6-11(10)18-12(15)8(2)3/h4-7,14H,1-2H2,3H3	248.234
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)C=C	89986947	InChI=1S/C13H12O4/c1-4-11(15)10-7-9(14)5-6-12(10)17-13(16)8(2)3/h4-7,14H,1-2H2,3H3	232.235
CCC(C)OC(=O)C1=C(C=CC(=C1)OC(=O)C(=C)C)O	89986943	InChI=1S/C15H18O5/c1-5-10(4)19-15(18)12-8-11(6-7-13(12)16)20-14(17)9(2)3/h6-8,10,16H,2,5H2,1,3-4H3	278.304
CC(=C)C(=O)OC1=CC=CC(=C1C(=O)C)O	89986931	InChI=1S/C12H12O4/c1-7(2)12(15)16-10-6-4-5-9(14)11(10)8(3)13/h4-6,14H,1H2,2-3H3	220.224
CC(=C)C(=O)OC1=CC=CC(=C1C(=O)OC)O	89986930	InChI=1S/C12H12O5/c1-7(2)11(14)17-9-6-4-5-8(13)10(9)12(15)16-3/h4-6,13H,1H2,2-3H3	236.223
CC(=C)C(=O)OC1=C(C=C(C=C1)O)C(=O)OC	89986922	InChI=1S/C12H12O5/c1-7(2)11(14)17-10-5-4-8(13)6-9(10)12(15)16-3/h4-6,13H,1H2,2-3H3	236.223
C=C(C1=CC(=CC=C1)OC2=CC=CC=C2C(=O)O)O	89839774	InChI=1S/C15H12O4/c1-10(16)11-5-4-6-12(9-11)19-14-8-3-2-7-13(14)15(17)18/h2-9,16H,1H2,(H,17,18)	256.257
CC1=CC=CC(=C1OCCC(C)CCCC(C)C)C(=O)O	89837714	InChI=1S/C18H28O3/c1-13(2)7-5-8-14(3)11-12-21-17-15(4)9-6-10-16(17)18(19)20/h6,9-10,13-14H,5,7-8,11-12H2,1-4H3,(H,19,20)	292.419
CCCCCCCCCCCCCC(CCCCC)OC1=CC=CC=C1C(=O)O	89809180	InChI=1S/C26H44O3/c1-3-5-7-8-9-10-11-12-13-14-16-20-23(19-15-6-4-2)29-25-22-18-17-21-24(25)26(27)28/h17-18,21-23H,3-16,19-20H2,1-2H3,(H,27,28)	404.635
CC(=O)OC1=CC=CC=C1C(=O)O.C#CCN	89762881	InChI=1S/C9H8O4.C3H5N/c1-6(10)13-8-5-3-2-4-7(8)9(11)12;1-2-3-4/h2-5H,1H3,(H,11,12);1H,3-4H2	235.239
CC(=O)OC1=C(C=C(C=C1)C=CC(=O)O)C=O	89690094	InChI=1S/C12H10O5/c1-8(14)17-11-4-2-9(3-5-12(15)16)6-10(11)7-13/h2-7H,1H3,(H,15,16)/b5-3+	234.207
C=CCOC1=C(C(=C(C=C1)F)F)C(=O)O	89689596	InChI=1S/C10H8F2O3/c1-2-5-15-7-4-3-6(11)9(12)8(7)10(13)14/h2-4H,1,5H2,(H,13,14)	214.168
C=CCOC1=C(C=C(C=C1C(=O)O)F)F	89689540	InChI=1S/C10H8F2O3/c1-2-3-15-9-7(10(13)14)4-6(11)5-8(9)12/h2,4-5H,1,3H2,(H,13,14)	214.168
C1=CC(=C(C=C1F)OC(C(F)F)(F)F)C(=O)O	89650782	InChI=1S/C9H5F5O3/c10-4-1-2-5(7(15)16)6(3-4)17-9(13,14)8(11)12/h1-3,8H,(H,15,16)	256.128
CCOC1=C(C=CC(=C1)F)C(=O)O	89643934	InChI=1S/C9H9FO3/c1-2-13-8-5-6(10)3-4-7(8)9(11)12/h3-5H,2H2,1H3,(H,11,12)	184.166
CC1=CC(=C(C(=C1)C(=O)O)OC(=O)C)C(=O)OC	89528086	InChI=1S/C12H12O6/c1-6-4-8(11(14)15)10(18-7(2)13)9(5-6)12(16)17-3/h4-5H,1-3H3,(H,14,15)	252.222
CC(C)O.C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O	89451760	InChI=1S/C13H10O3.C3H8O/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10;1-3(2)4/h1-9,14H;3-4H,1-2H3	274.316
CC(C)CCOC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2O	89428783	InChI=1S/C19H20O5/c1-13(2)11-12-23-18(21)15-8-4-6-10-17(15)24-19(22)14-7-3-5-9-16(14)20/h3-10,13,20H,11-12H2,1-2H3	328.364
CC(C(=O)OC1=CC=CC=C1C(=O)O)(F)F	89411042	InChI=1S/C10H8F2O4/c1-10(11,12)9(15)16-7-5-3-2-4-6(7)8(13)14/h2-5H,1H3,(H,13,14)	230.167
CCC=CCC=CCC=CCC=CCC=CCCCCOC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89407258	InChI=1S/C31H42O5/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23-26-35-28(4-2)31(34)36-29-25-22-21-24-27(29)30(32)33/h5-6,8-9,11-12,14-15,17-18,21-22,24-25,28H,3-4,7,10,13,16,19-20,23,26H2,1-2H3,(H,32,33)/b6-5+,9-8+,12-11+,15-14+,18-17+/t28-/m1/s1	494.672
CCC=CCC=CCC=CCC=CCC=CCCCCSC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89407206	InChI=1S/C31H42O4S/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23-26-36-29(4-2)31(34)35-28-25-22-21-24-27(28)30(32)33/h5-6,8-9,11-12,14-15,17-18,21-22,24-25,29H,3-4,7,10,13,16,19-20,23,26H2,1-2H3,(H,32,33)/b6-5+,9-8+,12-11+,15-14+,18-17+/t29-/m1/s1	510.733
CCC=CCC=CCC=CCC=CCC=CCCC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89407112	InChI=1S/C29H38O4/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-25(4-2)29(32)33-27-24-21-20-23-26(27)28(30)31/h5-6,8-9,11-12,14-15,17-18,20-21,23-25H,3-4,7,10,13,16,19,22H2,1-2H3,(H,30,31)/b6-5+,9-8+,12-11+,15-14+,18-17+	450.619
CCC=CCC=CCC=CCC=CCC=CCCCCOC(CC)(CC)C(=O)OC1=CC=CC=C1C(=O)O	89407035	InChI=1S/C33H46O5/c1-4-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-25-28-37-33(5-2,6-3)32(36)38-30-27-24-23-26-29(30)31(34)35/h7-8,10-11,13-14,16-17,19-20,23-24,26-27H,4-6,9,12,15,18,21-22,25,28H2,1-3H3,(H,34,35)/b8-7+,11-10+,14-13+,17-16+,20-19+	522.726
CCC=CCC=CCC=CCC=CCC=CCCCCSC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89407034	InChI=1S/C31H42O4S/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23-26-36-29(4-2)31(34)35-28-25-22-21-24-27(28)30(32)33/h5-6,8-9,11-12,14-15,17-18,21-22,24-25,29H,3-4,7,10,13,16,19-20,23,26H2,1-2H3,(H,32,33)/b6-5+,9-8+,12-11+,15-14+,18-17+/t29-/m0/s1	510.733
CCC=CCC=CCC=CCC=CCC=CCCCCSC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89406991	InChI=1S/C31H42O4S/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23-26-36-29(4-2)31(34)35-28-25-22-21-24-27(28)30(32)33/h5-6,8-9,11-12,14-15,17-18,21-22,24-25,29H,3-4,7,10,13,16,19-20,23,26H2,1-2H3,(H,32,33)/b6-5+,9-8+,12-11+,15-14+,18-17+	510.733
CCC=CCC=CCC=CCC=CCC=CCCCCOCC(=O)OC1=CC=CC=C1C(=O)O	89406929	InChI=1S/C29H38O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-33-25-28(30)34-27-23-20-19-22-26(27)29(31)32/h3-4,6-7,9-10,12-13,15-16,19-20,22-23H,2,5,8,11,14,17-18,21,24-25H2,1H3,(H,31,32)/b4-3+,7-6+,10-9+,13-12+,16-15+	466.618
CCC=CCC=CCC=CCC=CCCOC(CC)C(=O)OC1=CC=CC=C1C(=O)O	89406927	InChI=1S/C26H34O5/c1-3-5-6-7-8-9-10-11-12-13-14-15-18-21-30-23(4-2)26(29)31-24-20-17-16-19-22(24)25(27)28/h5-6,8-9,11-12,14-17,19-20,23H,3-4,7,10,13,18,21H2,1-2H3,(H,27,28)/b6-5+,9-8+,12-11+,15-14+	426.553
